"Visitor arrivals by country of residence, purpose and NZ port (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","TOTAL ALL COUNTRIES OF RESIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Business","","","","","","","","","Holiday/Vacation","","","","","","","","","Visit Friends/Relatives","","","","","","","","","TOTAL ALL TRAVEL PURPOSES","","","","","","","",""
" ","Auckland airport","Christchurch airport","Dunedin airport","Hamilton airport","Palmerston North airport","Rotorua airport","Wellington airport","Queenstown airport","TOTAL NEW ZEALAND PORTS","Auckland airport","Christchurch airport","Dunedin airport","Hamilton airport","Palmerston North airport","Rotorua airport","Wellington airport","Queenstown airport","TOTAL NEW ZEALAND PORTS","Auckland airport","Christchurch airport","Dunedin airport","Hamilton airport","Palmerston North airport","Rotorua airport","Wellington airport","Queenstown airport","TOTAL NEW ZEALAND PORTS","Auckland airport","Christchurch airport","Dunedin airport","Hamilton airport","Palmerston North airport","Rotorua airport","Wellington airport","Queenstown airport","TOTAL NEW ZEALAND PORTS"
"2002M07",13175,1989,68,85,68,0,2159,0,17578,48960,21437,833,153,153,0,1632,1377,74579,25602,3978,561,884,714,0,2329,51,34136,108290,30889,1598,1326,1003,0,7480,1581,152388
"2002M08",12544,1568,16,64,32,0,1888,48,16192,45184,20544,1072,256,112,0,1376,1792,70368,21584,2912,688,928,688,0,2384,16,29200,93104,27424,1808,1328,928,0,6416,1952,133104
"2002M09",13365,1620,45,30,120,0,2235,60,17580,44550,18675,720,585,255,0,1755,1050,67635,23895,4320,630,1140,795,0,2370,15,33180,95520,27060,1455,1845,1260,0,7245,1215,135930
"2002M10",14922,1890,54,72,36,0,2286,18,19458,63828,20682,360,522,180,0,1710,144,87948,27432,4932,522,972,612,0,2988,36,37656,119682,29862,1008,1620,900,0,7830,252,162252
"2002M11",17064,2484,54,144,54,0,3042,54,22968,82602,26658,468,234,270,0,2196,234,113742,31842,5688,630,864,540,0,2628,18,42300,146286,37548,1188,1368,900,0,9000,414,198198
"2002M12",11260,1640,40,80,0,0,1340,0,14480,95860,29080,860,1080,640,0,3560,220,133360,71140,12720,1760,3120,1780,0,7840,100,98540,193760,45420,2800,4560,2540,0,13600,320,265600
"2003M01",10764,1495,0,46,23,0,1495,69,14053,88573,28589,575,575,299,0,3036,230,126109,41630,6532,1012,1380,920,0,3565,0,55131,161897,39445,1679,2070,1380,0,9177,391,220777
"2003M02",15372,1980,90,144,36,0,2250,72,20034,87912,29934,486,522,90,0,3186,360,126360,39582,6318,684,1332,828,0,4302,36,53262,160362,41022,1350,2106,1008,0,11124,486,222102
"2003M03",16207,2394,0,38,19,0,2432,19,21280,72713,26790,475,342,209,0,2109,209,106001,34048,5738,684,1026,798,0,3667,95,46113,139137,37506,1178,1520,1045,0,9101,361,193743
"2003M04",12400,1456,64,32,16,0,1904,32,16080,48064,20096,720,448,336,0,2256,192,72336,32192,6160,1088,1440,896,0,3520,0,45328,105536,30048,1984,2016,1328,0,8464,256,150272
"2003M05",12961,1716,78,91,52,0,2288,65,17368,31200,10699,221,169,130,0,1157,182,43784,21697,3419,533,780,533,0,2639,39,29640,75517,17186,923,1105,819,0,6682,286,102752
"2003M06",12980,1661,33,55,55,0,2464,22,17336,33363,12012,429,220,99,0,1265,176,47597,22902,4356,330,792,737,0,2552,11,31680,81917,19470,814,1144,968,0,6974,242,111716
"2003M07",11826,1638,0,108,72,0,1890,36,15624,44964,18576,792,234,126,0,1152,1908,67770,28980,4662,504,1206,774,0,2610,36,38790,104688,27936,1404,1638,1044,0,6660,2088,145566
"2003M08",13974,1785,68,0,68,0,1921,68,17952,45169,18071,816,255,170,0,1190,2278,67966,24344,3740,731,799,510,0,2635,51,32810,96441,25653,1768,1139,765,0,6460,2720,135150
"2003M09",13616,2144,16,96,16,0,2272,64,18272,49904,18240,864,400,112,0,2368,1520,73424,27680,5312,592,944,672,0,3056,80,38336,105264,28496,1568,1488,912,0,8336,1888,148128
"2003M10",15029,1938,57,38,19,0,2128,19,19304,65341,19627,399,285,171,0,1539,114,87609,28500,4750,703,817,551,0,3078,19,38456,125267,29013,1216,1216,817,0,7524,152,165604
"2003M11",18639,2964,38,95,57,0,2394,0,24263,87495,28025,570,304,114,0,2413,361,119662,36404,6213,646,931,475,0,2793,38,47557,159182,39444,1387,1406,665,0,8550,437,211698
"2003M12",12408,1518,44,66,22,0,1804,0,15994,104016,29656,924,1056,550,0,3784,198,145068,84678,15774,1804,2970,1848,0,8118,22,115390,217844,49126,2882,4268,2464,0,14454,242,296912
"2004M01",11100,1925,0,50,25,0,1225,0,14450,100025,32325,900,675,225,0,2925,275,140350,48625,8950,925,1375,800,0,3975,50,64725,179700,46225,1925,2225,1100,0,8975,350,243975
"2004M02",17682,2751,84,126,0,0,2646,0,23415,89460,32571,735,693,168,0,3150,189,127974,47250,8421,1008,1239,987,0,4179,42,63294,172452,46998,1974,2205,1197,0,11046,336,237783
"2004M03",18060,2835,84,63,42,0,2730,0,24003,76188,30471,441,462,315,0,3192,399,111804,39837,7896,1008,1197,966,0,4809,63,55797,149352,44394,1596,1848,1386,0,11949,546,211743
"2004M04",14364,1701,42,21,21,0,2121,0,18480,60123,25914,567,252,189,0,3234,294,90594,40425,8568,987,1197,861,0,5229,105,57372,128457,39060,1680,1575,1155,0,11844,441,184548
"2004M05",16164,2628,54,72,18,0,2898,18,21906,41148,16074,180,126,144,0,1512,72,59292,25524,5364,540,828,630,0,3870,36,36792,93942,26406,864,1044,792,0,9198,324,132750
"2004M06",14656,1824,48,32,64,0,2128,0,18816,39376,17408,512,320,128,0,1824,208,59808,26736,5504,512,928,624,0,3968,48,38320,94960,26608,1120,1328,896,0,8736,304,134272
"2004M07",14020,2140,0,20,20,0,2280,120,18680,51820,25900,600,100,60,0,3380,2460,84940,31260,6260,520,800,640,0,4140,80,43740,116340,37300,1180,960,780,0,11300,2920,171620
"2004M08",15664,2530,66,66,22,0,2596,88,21230,45892,24200,682,88,132,0,1694,3058,76032,25586,5390,506,858,484,0,2728,132,35706,100430,34672,1386,1056,682,0,7832,3542,150238
"2004M09",15120,2500,60,0,40,0,2360,120,20240,48620,25220,820,340,200,0,2960,1740,79900,30140,6480,600,860,640,0,3920,100,42780,106120,36960,1560,1260,1020,0,10400,2200,159660
"2004M10",17199,2835,21,63,84,0,2415,42,22701,65520,23394,294,126,210,0,2394,231,92379,29883,6867,693,882,714,0,4200,42,43302,129360,35679,1134,1197,1050,0,10038,441,179256
"2004M11",20139,3591,0,21,84,0,2898,21,26775,87003,31416,357,210,126,0,2730,609,122745,36939,8001,588,966,756,0,3675,42,50967,158088,45612,1134,1197,987,0,10647,693,218883
"2004M12",13550,1900,75,100,75,0,2250,50,18125,97525,36375,675,850,525,0,5350,500,144625,88325,20825,1750,3450,2225,0,10350,125,127175,214450,61725,2625,4550,2925,0,19200,700,309425
"2005M01",12499,2117,58,87,29,0,1537,58,16501,89929,40107,551,522,58,0,4031,551,139084,46719,11832,725,1334,870,0,5278,116,66961,168084,57594,1363,2088,1044,0,11745,725,246674
"2005M02",16412,3300,22,44,22,0,2574,22,22660,92070,38830,484,352,154,0,3806,572,139480,44946,10846,990,1210,836,0,5126,110,64262,169422,55990,1540,1650,1100,0,12826,858,247390
"2005M03",17600,2875,225,25,100,0,1975,75,23050,79050,34275,500,375,300,0,3750,550,119450,48075,11325,1075,1150,925,0,5925,150,68650,161575,51025,1900,1575,1400,0,12800,1000,232675
"2005M04",16680,2592,120,24,48,0,2160,0,21744,54816,23496,360,120,120,0,2952,624,82536,34128,7488,840,912,648,0,4416,144,48600,120744,37224,1368,1152,816,0,10800,864,173280
"2005M05",17252,3211,171,57,38,0,2831,0,23598,39938,15808,228,114,95,0,1482,133,57817,26600,5339,551,665,456,0,3097,19,36727,95950,26562,1045,912,627,0,8835,190,134235
"2005M06",15124,2299,76,0,57,0,2489,0,20083,50882,22686,513,38,76,0,2318,247,77786,29393,6156,779,627,684,0,3230,19,40888,109459,33041,1368,722,893,0,8987,266,156161
"2005M07",14808,2400,144,72,48,0,2040,72,19656,50688,21960,456,24,72,0,1992,3816,79056,31200,6360,600,552,576,0,3840,72,43224,116136,34704,1368,744,744,0,8712,4224,166968
"2005M08",16380,2457,126,42,42,0,2625,231,21966,44772,21903,1008,126,126,0,1512,3759,73311,27552,5271,588,693,651,0,2709,63,37527,101493,32193,1806,987,840,0,7707,4683,150003
"2005M09",16478,2508,22,132,44,0,2222,176,21648,48928,23430,814,264,132,0,2288,3344,79200,29898,6666,1122,946,836,0,3894,176,43538,109120,35354,2134,1364,1100,0,9548,3960,162756
"2005M10",17411,2622,69,23,69,0,2047,92,22379,64423,22816,506,161,138,0,1840,437,90367,30636,6601,874,1012,713,0,3312,23,43171,127604,34822,1518,1311,943,0,8372,828,175605
"2005M11",19826,3427,138,0,46,0,3013,115,26611,80868,28428,414,138,92,0,1817,621,113114,37467,7544,575,1173,851,0,3703,69,51474,155250,43424,1196,1449,1058,0,9706,874,214107
"2005M12",14650,2500,75,75,125,0,1675,0,19275,95475,35200,1025,925,775,0,3725,850,140800,90200,20075,1900,3825,2050,0,10075,225,128550,213850,59975,3150,4875,2975,0,16225,1125,305675
"2006M01",13702,2314,78,104,0,0,1586,52,17888,90376,40144,702,442,234,0,3042,858,139776,48906,11024,936,1950,936,0,5096,78,68926,169832,57044,1794,2600,1222,0,10452,1066,248560
"2006M02",18854,2948,44,132,110,0,2860,44,25124,87824,36696,572,440,264,0,3432,726,134288,47762,10472,1166,1716,1144,0,5236,198,67958,172282,53922,1936,2464,1540,0,12804,1078,251174
"2006M03",19435,2668,0,115,69,0,2461,23,24840,75463,31027,644,391,299,0,3059,759,114977,43286,10258,690,1771,1127,0,4531,23,61801,155296,46437,1426,2484,1587,0,11109,989,223767
"2006M04",15686,2376,66,66,22,0,2156,198,20592,58432,26598,440,352,132,0,2200,792,88968,44990,8646,704,1078,770,0,4994,132,61314,132990,41646,1232,1584,1034,0,10472,1408,190498
"2006M05",18054,2822,17,17,0,0,3094,34,24055,39916,15487,238,170,119,0,1802,170,57987,25381,5066,476,748,595,0,3077,17,35377,96407,26299,816,1003,731,0,9231,255,134980
"2006M06",15768,1908,90,18,54,0,2304,0,20178,40212,16740,270,162,108,0,1332,468,59886,28296,5670,558,774,702,0,3312,72,39402,99936,26946,954,972,990,0,8064,612,139266
"2006M07",15624,1920,24,96,0,0,2424,48,20160,49104,23352,864,120,144,0,1008,4680,79608,30384,6288,384,696,504,0,3384,168,41856,114984,34728,1416,984,696,0,8016,5112,166536
"2006M08",18123,2394,21,21,21,0,2142,231,23037,44478,23079,777,126,168,0,1323,4788,74823,27972,5565,441,483,462,0,3402,126,38472,104181,33957,1302,861,714,0,8085,5838,155232
"2006M09",16128,2331,105,63,42,0,2247,189,21189,47649,25158,525,210,231,0,2100,4011,79905,30933,6363,483,882,630,0,3507,273,43092,111279,37002,1302,1281,945,0,9282,5061,166383
"2006M10",19316,3102,66,110,66,0,2838,132,25718,65032,25960,132,44,110,0,2090,638,95062,31614,7458,616,770,550,0,3564,132,44792,131450,39864,858,946,814,0,9614,1056,186010
"2006M11",20878,3982,154,0,132,0,2860,22,28094,86988,32032,374,220,154,0,2750,726,125158,38544,7986,550,880,792,0,4334,110,53284,162228,48202,1320,1232,1122,0,11418,880,228866
"2006M12",14742,2314,78,26,78,0,1794,26,19214,96044,39624,936,780,390,0,4446,1274,145054,96252,20696,1846,2990,2184,0,9698,208,133926,222456,64792,2912,3926,2808,0,17056,1586,317616
"2007M01",14308,2212,28,84,56,0,1372,56,18228,86800,39284,560,504,280,0,3500,952,135744,48916,10584,1092,1596,1232,0,5432,196,69076,167860,55216,1792,2324,1708,0,11256,1344,245868
"2007M02",17503,2829,23,92,46,0,2415,46,23069,95841,37191,598,368,161,0,3680,1150,143405,52716,11638,1219,1633,1449,0,5612,115,74658,184598,55476,1955,2185,1748,0,13363,1449,266087
"2007M03",20516,2737,92,69,92,0,2990,115,26657,78798,32821,713,460,276,0,3082,989,119715,47679,9522,989,1587,1081,0,4646,69,65573,167095,48944,1886,2208,1587,0,12029,1564,238326
"2007M04",16422,2967,46,0,23,0,1932,92,21482,60030,27301,483,368,230,0,2438,644,94001,40112,8717,805,1265,644,0,5129,161,56879,132181,41906,1334,1794,943,0,10488,1150,192671
"2007M05",17946,3096,54,36,90,0,2754,36,24048,37908,17514,162,126,36,0,1512,198,57600,27540,6426,684,792,612,0,3402,18,39564,97182,30780,936,1008,864,0,8694,270,140130
"2007M06",15979,2318,19,38,38,0,2090,19,20539,39045,20615,399,247,133,0,1710,760,63213,29944,6270,304,836,589,0,3534,57,41572,100244,31863,779,1216,798,0,8360,931,144799
"2007M07",16728,2256,24,48,24,0,2520,264,21864,48480,26952,768,168,120,0,1680,5064,83304,30864,5976,432,672,504,0,3264,168,41880,116904,38184,1272,912,720,0,8400,6000,172608
"2007M08",17732,2288,0,44,110,0,2354,198,22858,44528,26642,594,154,154,0,1430,4840,78364,28710,6820,506,814,660,0,3322,154,40986,106172,40106,1122,1056,1012,0,8470,6072,164296
"2007M09",15824,2346,46,46,0,0,2461,115,20884,47104,27485,391,184,161,0,2438,4278,82110,32499,6532,552,1081,598,0,3358,161,44781,109250,40526,1035,1403,782,0,9476,5106,167831
"2007M10",17848,2737,23,92,23,0,2392,46,23207,60444,25737,69,92,207,0,1909,644,90091,31395,8050,598,943,598,0,3795,69,45517,125212,39767,736,1196,828,0,9338,920,179308
"2007M11",20424,3408,24,0,24,0,2520,96,26544,80592,34080,336,264,144,0,2688,576,120528,41160,9744,888,1368,600,0,4056,96,58008,159576,50520,1368,1728,792,0,10296,912,227784
"2007M12",14040,2133,54,27,27,0,2106,81,18495,95499,37800,567,405,297,0,4158,1809,142965,96444,21519,1620,2511,1242,0,10611,297,134460,220644,64422,2349,2943,1593,0,17955,2214,315576
"2008M01",14500,2494,58,29,0,0,1856,58,19169,89349,35931,348,551,203,0,3770,1537,140070,48807,12180,1073,1305,696,0,4785,232,69310,170462,54665,1537,1914,899,0,11484,1972,252242
"2008M02",18009,2714,69,92,46,0,2415,46,23690,98693,38939,759,391,276,0,4117,1242,149799,58213,12167,874,1265,828,0,6210,184,80086,195270,56465,1794,1932,1196,0,14191,1541,279013
"2008M03",18650,2800,75,75,25,0,2350,50,24050,79425,35550,400,350,125,0,4025,1475,126375,53225,11850,1025,1450,675,0,6300,175,74875,170675,53575,1550,1950,875,0,14250,1825,250300
"2008M04",17472,2424,72,48,0,0,2328,24,22392,51552,23928,312,360,0,0,2088,840,79224,40968,8856,600,864,0,0,4488,168,55944,127152,37968,1032,1344,0,0,9912,1128,179064
"2008M05",17100,2920,100,20,0,0,2360,40,22560,39220,16180,120,60,0,0,1080,280,56960,30660,6600,320,440,0,0,3840,40,41900,101940,28100,560,620,0,0,8280,520,140160
"2008M06",16587,2242,38,76,0,0,2128,38,21204,37411,17746,228,19,0,0,1235,1672,59451,30476,7334,418,475,0,0,3135,133,42028,99199,29925,779,665,0,0,7657,1938,142063
"2008M07",15384,2568,96,0,0,0,2088,288,20448,47208,24288,504,96,0,0,1896,6456,80952,32904,7584,360,600,0,0,3888,216,45648,118848,37368,984,744,0,0,9000,7200,174984
"2008M08",16434,2706,44,44,0,0,2200,110,21582,42064,25036,550,22,0,0,1496,6732,76142,31504,6908,352,440,0,0,3410,176,42812,105952,37818,946,572,0,0,8184,7788,161612
"2008M09",15272,2392,23,138,0,0,2070,115,20056,42021,25369,184,92,0,0,2139,3841,73646,31694,8050,437,644,0,0,3979,299,45103,102235,38640,713,966,0,0,9085,4646,156446
"2008M10",15864,2640,120,0,0,0,2328,24,21072,54744,22680,144,96,0,0,2016,912,81744,35496,8472,408,600,0,0,4008,168,49272,122232,36960,720,816,0,0,9432,1488,173136
"2008M11",17402,3278,44,0,0,0,2332,66,23188,72930,31328,110,88,0,0,2178,1122,112332,42262,9658,594,506,0,0,4422,110,57728,151118,47784,836,660,0,0,10934,1408,218130
"2008M12",11367,2079,27,54,0,0,1350,81,14985,97686,35856,594,540,0,0,5157,1755,147555,102411,21087,1404,1242,0,0,11286,432,138294,226746,61371,2079,1917,0,0,18954,2295,320085
"2009M01",11172,2128,28,28,0,0,1036,28,14504,88396,32536,364,140,0,0,3808,1876,133616,52780,11928,616,644,0,0,5460,392,71988,170100,49392,1064,868,0,0,11564,2520,242900
"2009M02",15893,2622,46,23,0,0,2323,23,20999,85744,33626,368,92,0,0,3749,1794,131537,55890,12696,552,437,0,0,7797,184,77832,176548,52647,1035,575,0,0,15295,2208,255300
"2009M03",18312,3192,48,72,0,0,2520,96,24312,70320,31488,168,168,0,0,3000,1344,109416,50544,11448,480,192,0,0,6504,192,69408,156864,49344,768,432,0,0,13200,1776,225672
"2009M04",13068,1738,22,0,0,0,2266,44,17138,58564,29172,176,66,0,0,3124,924,93434,48356,10362,264,110,0,0,6226,198,65538,134772,43890,462,176,0,0,12694,1320,195140
"2009M05",13644,2304,0,0,0,0,2088,54,18108,38628,18414,18,0,0,0,1386,594,59058,35244,7992,54,0,0,0,4122,90,47502,100260,31194,72,0,0,0,8640,738,140958
"2009M06",13878,1926,0,0,0,0,2070,108,18018,32022,18234,108,0,0,0,1296,1800,54270,33498,7362,72,0,0,0,3888,90,44964,93186,29592,180,0,0,0,8352,2142,134532
"2009M07",13961,2001,46,0,0,0,1955,138,18193,42435,30981,230,0,0,0,1610,7705,83375,38456,7705,23,0,0,0,3795,207,50255,114149,43240,299,0,0,0,8510,8671,175536
"2009M08",14427,2583,0,0,0,0,2289,357,19656,38661,28938,273,0,0,0,1470,7623,77049,33327,7161,126,0,0,0,3864,231,44730,100905,41370,399,0,0,0,8589,8736,160293
"2009M09",14028,2184,42,21,0,0,2310,147,18732,48636,27930,483,231,0,0,2604,4956,84861,35217,7917,378,630,0,0,4956,273,49371,112203,40362,903,924,0,0,11088,5859,171402
"2009M10",14743,3151,23,115,0,0,2277,138,20516,60145,26174,92,69,0,0,2162,1449,90183,40066,9292,506,621,0,0,5336,207,56028,130019,41584,621,851,0,0,10787,2139,186254
"2009M11",18538,2875,69,115,0,0,2875,92,24633,73278,32752,230,230,0,0,2599,1748,111711,45011,11477,345,736,0,0,4669,207,62468,152996,49933,690,1127,0,0,11569,2231,219696
"2009M12",12393,2187,81,27,0,0,1647,108,16578,102708,39717,459,540,0,189,6480,2538,156924,108135,22653,1728,1971,0,378,12123,810,147879,237087,67284,2349,2592,0,621,21600,3564,339849
"2010M01",11687,1856,29,0,0,29,1682,174,15573,87000,37584,406,348,0,261,3915,3654,136474,56695,11455,812,1044,0,319,6322,493,77285,175189,55129,1363,1450,0,609,12934,4582,255345
"2010M02",17925,2375,25,50,0,25,2700,125,23300,91375,38700,250,125,0,175,3625,2700,141300,55500,12050,750,1125,0,200,6675,300,76725,184525,55875,1125,1475,0,475,14325,3350,266150
"2010M03",19578,2548,0,156,0,0,3068,208,25844,72748,36062,390,156,0,182,3744,1898,116818,53144,11882,650,1066,0,312,6162,312,73606,163748,54808,1040,1482,0,546,14586,3302,241826
"2010M04",15216,2328,0,120,0,0,1968,168,19824,55920,25632,192,168,0,192,2400,1896,86784,41952,8400,672,768,0,144,6120,288,58416,128808,40944,888,1176,0,336,11760,2712,187320
"2010M05",17380,2120,80,40,0,20,3200,40,22920,40100,14780,140,60,0,80,1100,880,57980,31980,7140,340,480,0,160,3740,220,44080,101800,26340,640,640,0,320,8880,1180,140860
"2010M06",14740,2300,60,60,0,0,2260,80,19540,37400,18880,500,140,0,100,1780,3860,62760,32800,6780,380,700,0,220,4480,280,45680,98820,29640,980,920,0,340,9600,4360,145040
"2010M07",13416,1824,0,48,0,48,2136,336,17808,46608,27384,912,168,0,216,1944,11304,88608,37224,7440,312,528,0,264,4056,336,50184,117936,39648,1224,792,0,552,9360,12456,182232
"2010M08",16302,2354,22,66,0,0,2398,396,21538,43076,24574,1056,110,0,154,1320,10318,80630,31394,7018,462,462,0,242,4422,308,44308,106106,36586,1694,638,0,484,9306,12562,167486
"2010M09",13926,2464,0,44,0,22,2222,132,18854,51260,24112,1012,66,0,88,2398,6160,85096,33418,7788,396,704,0,242,4862,396,47806,115390,36696,1474,858,0,374,11110,7084,173074
"2010M10",16375,2350,25,0,0,75,2400,175,21475,57950,20300,175,200,0,175,2500,1600,83675,39575,8300,450,575,0,200,4850,300,54425,131525,34900,725,825,0,525,11025,2650,183575
"2010M11",19325,3200,75,25,0,50,3000,100,25925,75725,29350,325,325,0,150,2750,2275,113400,43500,10000,575,650,0,225,5375,425,60825,157325,46375,1100,1025,0,475,12825,3000,225100
"2010M12",12499,1653,58,29,0,0,2117,261,16733,106691,36714,696,609,0,406,6496,5017,159935,104777,21460,1682,1247,0,522,13978,1247,145000,240584,62263,2523,1943,0,928,23461,6815,342751
"2011M01",11670,1980,30,0,0,0,1950,150,15900,96750,32700,420,150,0,360,4530,6180,144420,56700,10740,870,810,0,390,6780,750,77130,185850,49860,1560,990,0,750,14310,7620,265020
"2011M02",19200,2750,125,0,0,75,2625,200,25225,91850,28900,650,250,0,200,4400,4550,133375,58500,11775,750,525,0,300,6825,750,79675,191825,46850,1725,775,0,575,15825,6075,267500
"2011M03",18330,2130,120,30,0,30,2700,240,23670,68310,17610,420,30,0,300,4020,4290,95190,50760,9960,810,540,0,180,6360,810,69480,158670,32220,1350,690,0,630,14730,6060,214800
"2011M04",14616,1968,24,120,0,72,2136,0,18984,55200,20736,360,168,0,120,3912,3792,84312,53880,10656,552,720,0,432,7296,672,74208,139608,34968,1080,1104,0,672,14688,4728,197184
"2011M05",17780,1900,40,0,0,0,2980,360,23100,38080,11360,180,40,0,100,1480,1720,53720,32660,6500,500,360,0,120,4720,360,45260,103160,21840,800,400,0,240,10080,2660,140280
"2011M06",13320,1220,40,0,0,60,1860,60,16620,35200,11220,460,60,0,40,1720,3420,52240,32400,5600,300,280,0,180,4300,360,43440,96340,19660,820,360,0,360,8660,4180,130820
"2011M07",15728,1376,64,16,0,16,2224,272,19712,43296,17920,880,16,0,64,2144,14352,78672,37264,6752,240,288,0,224,5024,528,50320,118976,27808,1312,336,0,320,10560,16032,175456
"2011M08",17760,1808,16,0,0,16,2688,416,22736,45488,18576,576,64,0,224,1872,13936,80752,35856,7232,416,336,0,192,5552,672,50256,116544,29280,1104,416,0,464,11456,16224,175632
"2011M09",15440,1952,0,32,0,16,1824,240,19568,77728,19904,624,160,0,256,7424,7936,114096,41904,8144,384,384,0,224,6384,736,58192,156848,32544,1136,640,0,672,17344,9488,219008
"2011M10",16944,2224,64,16,0,16,2400,256,22064,77504,16160,352,144,0,208,7040,2864,107616,42224,8768,464,544,0,192,5712,512,58608,158368,29152,944,752,0,544,17264,3952,215488
"2011M11",18960,2768,0,32,0,16,2928,256,25168,76320,24560,304,240,0,176,3648,3008,110048,48112,11120,592,512,0,304,6432,704,67872,164016,41040,992,816,0,560,15088,4768,229712
"2011M12",12912,1584,128,32,0,0,1968,176,17056,108448,32544,832,432,0,432,6928,5600,162080,116448,21136,2224,1328,0,512,15424,1680,159216,257008,57424,3376,1888,0,976,26240,7920,363296
"2012M01",12112,1392,48,48,0,32,1568,304,15744,94176,28704,784,64,0,304,4640,6432,140176,61824,11200,1104,528,0,352,7808,1056,84112,188384,44160,2112,688,0,704,15424,8448,266320
"2012M02",18064,2128,80,48,0,16,2832,176,23456,85888,25904,336,176,0,256,4880,4848,125648,59872,11536,512,384,0,352,8432,992,82256,184992,42336,992,672,0,672,17776,6592,258384
"2012M03",19248,2160,64,16,0,16,3184,336,25104,75888,23824,336,416,0,208,3872,5472,112080,56592,11088,432,624,0,288,7744,832,77632,170960,39600,848,1072,0,512,16480,7280,239280
"2012M04",15600,1904,16,80,0,0,2304,128,20128,59232,18928,288,240,0,288,3040,4080,86192,49760,8736,528,528,0,208,7360,592,67712,141808,31632,944,928,0,496,13776,5024,195056
"2012M05",17376,1904,16,0,0,0,2832,144,22304,38128,10960,192,208,0,32,1776,2288,53584,35008,5968,288,288,0,224,5072,336,47184,104224,20640,496,496,0,272,10880,3056,140272
"2012M06",14688,1712,64,32,0,16,2368,192,19104,38784,11488,912,64,0,256,2048,5344,58896,38720,7104,320,464,0,224,5792,416,53040,108096,21840,1472,608,0,592,11456,6304,150496
"2012M07",14736,1632,48,0,0,0,2256,368,19056,42128,15344,816,80,0,112,1920,15808,76224,38512,7264,400,224,0,192,5280,752,52640,115472,25952,1360,352,0,320,10864,18272,172704
"2012M08",16528,1936,48,16,0,0,2352,672,21568,46912,15488,720,160,0,48,2032,15520,80896,38688,6800,416,464,0,128,5312,608,52416,119488,26336,1264,688,0,192,10880,18480,177504
"2012M09",14928,2000,96,0,0,0,2544,336,19984,50288,17664,752,144,0,96,2976,7200,79136,40784,7248,560,480,0,336,6048,640,56112,124304,28624,1520,656,0,512,13296,9120,178272
"2012M10",17344,2496,112,0,0,64,2464,336,22832,58912,15008,208,112,0,128,2672,3456,80688,40048,7568,432,336,0,224,5648,720,55024,136288,27392,832,528,0,736,12224,4880,183440
"2012M11",18912,2672,48,0,0,16,2912,272,25024,77120,23472,240,0,0,144,3408,4640,109824,52064,9440,432,0,0,336,6576,576,69584,168688,38512,784,0,0,496,15328,5744,231104
"2012M12",12624,1712,32,0,0,48,1968,336,16784,111120,30624,944,0,0,288,6576,8608,163408,117488,20880,2000,0,0,768,14928,2544,158832,259520,55136,3120,0,0,1168,25072,11792,361952
"2013M01",12336,1776,192,0,0,32,1504,224,16368,89744,25936,816,0,0,368,5184,7952,136832,57552,10832,976,0,0,624,7856,1040,79040,180432,41568,2048,0,0,1056,16496,9600,259424
"2013M02",18976,1840,80,0,0,16,2400,496,24016,104384,24944,272,0,0,272,5248,5920,147200,59168,10464,496,0,0,288,8400,992,80080,204432,40128,912,0,0,672,18160,7888,279920
"2013M03",17984,2368,96,0,0,16,2688,320,23584,90064,24224,368,0,0,160,5152,6384,131200,64576,11952,592,0,0,368,9216,1248,88080,193984,40896,1136,0,0,576,18832,8736,269664
"2013M04",17248,2384,112,0,0,16,2928,304,23072,65136,17344,208,0,0,208,4928,5776,94160,45024,8064,576,0,0,288,5952,1200,61184,144576,29648,960,0,0,544,15296,7984,200304
"2013M05",18176,1952,64,0,0,0,2560,240,22992,42864,9344,160,0,0,96,2016,2192,56752,38128,6608,368,0,0,80,5408,560,51232,116544,19840,624,0,0,192,11616,3200,152384
"2013M06",15680,1712,96,0,0,48,2512,256,20336,44864,11744,592,0,0,80,2432,8240,67968,37648,6480,416,0,0,208,5744,640,51184,114400,21376,1136,0,0,352,12016,9568,159120
"2013M07",15136,1664,112,0,0,16,2720,624,20288,46464,13904,480,0,0,160,2176,18592,81776,41152,6560,336,0,0,320,5776,720,54864,124544,23824,976,0,0,512,12288,21360,183744
"2013M08",15952,1888,48,0,0,0,2288,608,20864,53072,15168,736,0,0,64,3024,18336,90416,40240,6672,480,0,0,64,6064,896,54416,127648,25568,1376,0,0,144,12688,21248,188848
"2013M09",17056,2208,96,0,0,32,2288,336,22080,59664,16672,352,0,0,208,3104,12064,92080,40704,7088,624,0,0,144,6224,1168,55952,133744,27744,1104,0,0,560,13056,14464,190960
"2013M10",16768,2672,112,0,0,0,2272,464,22320,60464,16864,320,0,0,240,2736,4880,85840,43232,8480,480,0,0,304,6576,1040,60144,140208,31216,1056,0,0,592,12816,7744,194368
"2013M11",19568,2640,16,0,0,32,3056,320,25776,84704,23984,352,0,0,256,4240,6800,125008,53008,9152,432,0,0,240,7232,960,71072,178288,39280,1008,0,0,624,16912,8464,250096
"2013M12",12288,1904,64,0,0,0,1696,144,16320,116560,30928,800,0,0,304,7184,9040,171632,124224,20496,2144,0,0,720,15088,2624,165584,274496,56400,3232,0,0,1072,25920,12288,381584
